filename, Center, Donut, Edge_Loc, Edge_Ring, Loc, Near_Full, Normal, Scratch
image_34500_png.rf.e6e7c74826c387c1c74896c78614e85e.jpg, 0, 0, 0, 0, 0, 0, 1, 0
image_1800_png.rf.ee602cc349986e49832bf634ef7d2954.jpg, 1, 0, 1, 0, 0, 0, 0, 1
image_3300_png.rf.e4ad320c47063ff311d864baafce1764.jpg, 1, 0, 0, 1, 0, 0, 0, 1
image_10200_png.rf.e397d6ee7227c01dd4c6553fa8de8199.jpg, 1, 0, 0, 0, 1, 0, 0, 0
image_16800_png.rf.eea5f1b0e35af4c7dac84880ec8812d8.jpg, 0, 1, 0, 1, 0, 0, 0, 0
image_22500_png.rf.b8becf465e0d1b8c1cf5a8a856b9b980.jpg, 0, 1, 0, 0, 1, 0, 0, 0
image_34200_png.rf.e9eb2cbcb669eb2fbde729498b46776e.jpg, 0, 0, 0, 0, 0, 0, 1, 0
image_2100_png.rf.ed27d4c33ae8d05f583c450b96101fc6.jpg, 1, 0, 1, 0, 0, 0, 0, 0
image_21000_png.rf.e6b9f8d76252ba87b526fe2b7def8ed3.jpg, 0, 1, 0, 0, 1, 0, 0, 1
image_7200_png.rf.e7a919332bc16976196a39fd0ab64142.jpg, 1, 0, 0, 1, 1, 0, 0, 1
image_36600_png.rf.f1c6c22ce89897e19f8edc56ce8bbe80.jpg, 0, 0, 0, 1, 0, 0, 0, 1
image_300_png.rf.f1ce1a3f63c2f3bad2e226b74a3f83ea.jpg, 1, 0, 1, 0, 0, 0, 0, 1
image_17100_png.rf.effb749b657c585fe637116dcead6156.jpg, 0, 1, 1, 0, 1, 0, 0, 1
image_30600_png.rf.b88e01ca83e415c6b56e305a7a2c880f.jpg, 0, 0, 0, 1, 1, 0, 0, 0
image_20700_png.rf.f5024430974e93d05eecdea2b661646d.jpg, 0, 1, 0, 1, 1, 0, 0, 0
image_18900_png.rf.f77feaaa31b1399edc50333cf9647273.jpg, 0, 1, 1, 0, 1, 0, 0, 0
image_20100_png.rf.d65466f67bc154923394a2d563248df6.jpg, 0, 1, 0, 1, 1, 0, 0, 0
